action_ref,owner,pin_type,is_vetted,kind,repo_count,total_uses
pfizer-rd/mlcs-python-template@dc9534fe766d26aadbc41c442158d619c6da0d43,pfizer-rd,sha,true,action,1,1
peaceiris/actions-hugo@75d2e84710de30f6ff7268e08f310b60ef14033f,peaceiris,sha,false,action,1,1
actions/configure-pages@45bfe0192ca1faeb007ade9deae92b16b8254a0d,actions,sha,true,action,1,1
actions/upload-pages-artifact@fc324d3547104276b827a68afc52ff2a11cc49c9,actions,sha,true,action,1,1
actions/deploy-pages@cd2ce8fcbc39b97be8ca5fce6e763baed58fa128,actions,sha,true,action,1,1
pfizer-rd/foundations-devops/.github/workflows/docker-build-python.yml@1.1.3,pfizer-rd,tag,true,reusable_workflow,1,1
ikalnytskyi/action-setup-postgres@v4,ikalnytskyi,tag,false,action,1,1
pfizer-rd/foundations-devops/.github/workflows/update-gitops.yml@v2.0.4,pfizer-rd,tag,true,reusable_workflow,1,1
pfizer-rd/emarc/.github/actions/assert-pr-valid@main,pfizer-rd,branch,true,action,1,1
pfizer-rd/emarc/.github/actions/prepare-runner@main,pfizer-rd,branch,true,action,1,1
pfizer-rd/emarc/.github/actions/run-pmd@main,pfizer-rd,branch,true,action,1,1
pfizer-rd/emarc/.github/actions/check-prettier@main,pfizer-rd,branch,true,action,1,1
pfizer-rd/emarc/.github/actions/create-gh-release@main,pfizer-rd,branch,true,action,1,1
codecov/codecov-action@v5,codecov,tag,true,action,1,1
crazy-max/ghaction-github-labeler@v4,crazy-max,tag,false,action,1,1
actions/setup-python@42375524e23c412d93fb67b49958b491fce71c38,actions,sha,true,action,1,1
actions/setup-node@a0853c24544627f65ddf259abe73b1d18a591444,actions,sha,true,action,1,1
pre-commit/action@2c7b3805fd2a0fd8c1884dcaebf91fc102a13ecd,pre-commit,sha,false,action,1,1
conda-incubator/setup-miniconda@505e6394dae86d6a5c7fbb6e3fb8938e3e863830,conda-incubator,sha,false,action,1,1
renovatebot/github-action@b67590ea780158ccd13192c22a3655a5231f869d,renovatebot,sha,false,action,1,1
./.github/workflows/coding-agents.yml,,local,true,reusable_workflow,1,1
actions/configure-pages@983d7736d9b0ae728b81ab479565c72886d7745b,actions,sha,true,action,1,1
actions/upload-pages-artifact@7b1f4a764d45c48632c6b24a0339c27f5614fb0b,actions,sha,true,action,1,1
actions/deploy-pages@d6db90164ac5ed86f2b6aed7e0febac5b3c0c03e,actions,sha,true,action,1,1
datavisyn/github-workflows/.github/workflows/build-docker-artifacts.yml@main,datavisyn,branch,false,reusable_workflow,1,1
datavisyn/github-workflows/.github/workflows/release-post-merge.yml@main,datavisyn,branch,false,reusable_workflow,1,1
actions/stale@b5d41d4e1d5dceea10e7104786b73624c18a190f,actions,sha,true,action,1,1
dawidd6/action-download-artifact@b6e2e70617bc3265edd6dab6c906732b2f1ae151,dawidd6,sha,false,action,1,1
marocchino/sticky-pull-request-comment@70d2764d1a7d5d9560b100cbea0077fc8f633987,marocchino,sha,false,action,1,1
zentered/bluesky-post-action@5a91cc2ad10a304a4e96c16182dbe4918710bcf6,zentered,sha,false,action,1,1
pfizer-rd/mlr-mlops-workflows/.github/workflows/deploy_model.yml@refactor/deploy-mlflow-model,pfizer-rd,branch,true,reusable_workflow,1,1
dependabot/fetch-metadata@v2,dependabot,tag,false,action,1,1
actions/cache@27d5ce7f107fe9357f9df03efb73ab90386fccae,actions,sha,true,action,1,1
actions/setup-go@4a3601121dd01d1626a1e23e37211e3254c1c06c,actions,sha,true,action,1,1
zizmorcore/zizmor-action@192e21d79ab29983730a13d1382995c2307fbcaa,zizmorcore,sha,false,action,1,1
pfizer/gha-stratus-task/.github/workflows/pla.yml@v1,pfizer,tag,true,reusable_workflow,1,1
actions/stale@997185467fa4f803885201cee163a9f38240193d,actions,sha,true,action,1,1
eWaterCycle/setup-apptainer@v2,eWaterCycle,tag,false,action,1,1
j178/prek-action@91fd7d7cf70ae1dee9f4f44e7dfa5d1073fe6623,j178,sha,false,action,1,1
aws-actions/amazon-ecr-login@19d944daaa35f0fa1d3f7f8af1d3f2e5de25c5b7,aws-actions,sha,true,action,1,1
peter-evans/create-pull-request@22a9089034f40e5a961c8808d113e2c98fb63676,peter-evans,sha,false,action,1,1
keithweaver/aws-s3-github-action@46dd0263ee582cbb2e81ad88209198d26d7a67c6,keithweaver,sha,false,action,1,1
mikefarah/yq@065b200af9851db0d5132f50bc10b1406ea5c0a8,mikefarah,sha,false,action,1,1
EndBug/add-and-commit@a94899bca583c204427a224a7af87c02f9b325d5,EndBug,sha,false,action,1,1
rzr/fediverse-action@66c2cbb5b1997666b0e28d597631b6a4f09a2719,rzr,sha,false,action,1,1
pfizer-rd/mavens-github-automation/.github/actions/assert-pr-valid@main,pfizer-rd,branch,true,action,1,1
pfizer-rd/mavens-github-automation/.github/actions/run-pmd@main,pfizer-rd,branch,true,action,1,1
pfizer-rd/mavens-github-automation/.github/actions/check-prettier@main,pfizer-rd,branch,true,action,1,1
pfizer-rd/mavens-github-automation/.github/actions/create-gh-release@main,pfizer-rd,branch,true,action,1,1
./.github/workflows/build-batch-image.yml,,local,true,reusable_workflow,1,1
./.github/workflows/publish-python-cli.yml,,local,true,reusable_workflow,1,1
gitleaks/gitleaks-action@v2,gitleaks,tag,false,action,1,1
quarto-dev/quarto-actions/setup@8a96df13519ee81fd526f2dfca5962811136661b,quarto-dev,sha,false,action,1,1
quarto-dev/quarto-actions/render@8a96df13519ee81fd526f2dfca5962811136661b,quarto-dev,sha,false,action,1,1
pfizer-github-automation/bolt-enable-ssh-action@885a13978c699a2c39d866670734d918282a0ec8,pfizer-github-automation,sha,true,action,1,1
nogsantos/ssh-scp-deploy@48b9ca0b1adcb229b1568eebda8e16e06436495a,nogsantos,sha,false,action,1,1
appleboy/ssh-action@0ff4204d59e8e51228ff73bce53f80d53301dee2,appleboy,sha,false,action,1,1
dequelabs/axe-linter-action@v1,dequelabs,tag,false,action,1,1
shimataro/ssh-key-action@v2,shimataro,tag,false,action,1,1
azure/aci-deploy@v1,azure,tag,true,action,1,1
supabase/embeddings-generator@v0.0.5,supabase,tag,false,action,1,1
locize/download@v2,locize,tag,false,action,1,1
oven-sh/setup-bun@v2,oven-sh,tag,false,action,1,1
pfizer/tf-ga-helper/.github/workflows/module-validation.yml@aec3a545f397608fcef2964ae69c4480d52bc978,pfizer,sha,true,reusable_workflow,1,1
peter-evans/find-comment@b30e6a3c0ed37e7c023ccd3f1db5c6c0b0c23aad,peter-evans,sha,false,action,1,1
pfizer-rd/foundations-devops/.github/workflows/docker-build.yml@v2.0.1,pfizer-rd,tag,true,reusable_workflow,1,1
actions/labeler@v5,actions,tag,true,action,1,1
docker/login-action@65b78e6e13532edd9afa3aa52ac7964289d1a9c1,docker,sha,true,action,1,1
docker/metadata-action@9ec57ed1fcdbf14dcef7dfbe97b2010124a938b7,docker,sha,true,action,1,1
docker/build-push-action@f2a1d5e99d037542a71f64918e516c093c6f3fc4,docker,sha,true,action,1,1
peter-evans/find-comment@3eae4d37986fb5a8592848f6a574fdf654e61f9e,peter-evans,sha,false,action,1,1
actions/download-artifact@v7,actions,tag,true,action,1,1
actions/upload-pages-artifact@v4,actions,tag,true,action,1,1
actions/deploy-pages@v4.0.5,actions,tag,true,action,1,1
astral-sh/setup-uv@d4b2f3b6ecc6e67c4457f6d3e41ec42d3d0fcb86,astral-sh,sha,false,action,1,1
pcolby/tap-summary@v1,pcolby,tag,false,action,1,1
mikepenz/action-junit-report@v3,mikepenz,tag,false,action,1,1
pfizer-rd/foundations-devops/.github/workflows/update-gitops.yml@2.0.0,pfizer-rd,tag,true,reusable_workflow,1,1
./.github/actions/docker_build_push_ecr,,local,true,action,1,1
./.github/workflows/build-docker-deploy.yml,,local,true,reusable_workflow,1,1
prefix-dev/setup-pixi@v0.8.0,prefix-dev,tag,false,action,1,1
appleboy/ssh-action@v1.0.0,appleboy,tag,false,action,1,1
pfizer-rd/ifox-techdocs-publisher@972ceeaac25bd8ac65b2434db2a043d9d4fa2f76,pfizer-rd,sha,true,action,1,1
lycheeverse/lychee-action@v2,lycheeverse,tag,false,action,1,1
github/gh-aw-actions/setup-cli@bc56a0cad2f450c562810785ef38649c04db812a,github,sha,true,action,1,1
docker/setup-buildx-action@v1,docker,tag,true,action,1,1
azure/setup-helm@v4.2.0,azure,tag,true,action,1,1
veracode/veracode-uploadandscan-action@master,veracode,branch,false,action,1,1
pfizer-rd/foundations-devops/.github/workflows/docker-build-multi.yml@v2.0.11,pfizer-rd,tag,true,reusable_workflow,1,1
aws-actions/amazon-ecs-deploy-task-definition@a310a830f5c14e583e35d84e4e1ec7dd177c3c9c,aws-actions,sha,true,action,1,1
mshick/add-pr-comment@v2,mshick,tag,false,action,1,1
actions/upload-artifact@v2,actions,tag,true,action,1,1
eWaterCycle/setup-singularity@v7,eWaterCycle,tag,false,action,1,1
dawidd6/action-download-artifact@v3,dawidd6,tag,false,action,1,1
zentered/bluesky-post-action@v0.1.0,zentered,tag,false,action,1,1
JamesIves/github-pages-deploy-action@v4.6.0,JamesIves,tag,false,action,1,1
pfizer-rd/foundations-devops/.github/workflows/docker-build.yml@v2.0.2,pfizer-rd,tag,true,reusable_workflow,1,1
actions/setup-go@v3,actions,tag,true,action,1,1
codecov/codecov-action@v1,codecov,tag,true,action,1,1
pfizer-rd/phsci-dataops-reusable-workflows/.github/workflows/sonarqube.yml@94324ed8f8bd0f256cde00d27dc050f215c55735,pfizer-rd,sha,true,reusable_workflow,1,1
pfizer-github-automation/sonar-scan-action@3027d8a7ceeaeb19ec1aa18bb5b0dce978249054,pfizer-github-automation,sha,true,action,1,1
pfizer-rd/foundations-devops/.github/workflows/docker-build.yml@v2.0.11,pfizer-rd,tag,true,reusable_workflow,1,1
peter-evans/create-pull-request@v6,peter-evans,tag,false,action,1,1
actions/checkout@master,actions,branch,true,action,23,253
andstor/file-existence-action@v2,andstor,tag,false,action,23,253
actions/checkout@v4,actions,tag,true,action,40,92
pfizer-github-automation/sonar-scan-action@main,pfizer-github-automation,branch,true,action,34,34
actions/checkout@main,actions,branch,true,action,21,32
azure/CLI@v1,azure,tag,true,action,21,31
actions/cache@v4,actions,tag,true,action,1,28
actions/checkout@v3,actions,tag,true,action,8,27
actions/github-script@v6,actions,tag,true,action,2,25
snyk/actions/cocoapods@master,snyk,branch,false,action,23,23
snyk/actions/dotnet@master,snyk,branch,false,action,23,23
snyk/actions/golang@master,snyk,branch,false,action,23,23
snyk/actions/gradle@master,snyk,branch,false,action,23,23
snyk/actions/maven@master,snyk,branch,false,action,23,23
snyk/actions/node@master,snyk,branch,false,action,23,23
snyk/actions/python@master,snyk,branch,false,action,23,23
snyk/actions/ruby@master,snyk,branch,false,action,23,23
snyk/actions/scala@master,snyk,branch,false,action,23,23
snyk/actions/docker@master,snyk,branch,false,action,23,23
snyk/actions/iac@master,snyk,branch,false,action,23,23
hmarr/debug-action@v2.0.1,hmarr,tag,false,action,1,21
actions/checkout@v2,actions,tag,true,action,5,18
actions/upload-artifact@v4,actions,tag,true,action,3,16
actions/setup-java@v4,actions,tag,true,action,1,14
actions/setup-node@v3,actions,tag,true,action,3,13
actions/cache@v3,actions,tag,true,action,1,12
actions/setup-python@v4,actions,tag,true,action,3,11
peter-evans/create-or-update-comment@v2,peter-evans,tag,false,action,1,11
actions/upload-artifact@v4.6.0,actions,tag,true,action,2,9
./.github/workflows/build_and_test.yml,,local,true,reusable_workflow,1,8
actions/setup-python@v5,actions,tag,true,action,4,7
hashicorp/setup-terraform@v3,hashicorp,tag,true,action,4,7
azure/login@v2,azure,tag,true,action,2,7
Seagen/tops-data-science/.github/workflows/terraform-plan-apply.yml@development,Seagen,branch,false,reusable_workflow,3,7
actions/download-artifact@v4,actions,tag,true,action,3,6
Seagen/tops-data-science/.github/workflows/workspace-environment.yml@development,Seagen,branch,false,reusable_workflow,2,6
pfizer-seagen/tops-data-science/.github/workflows/workspace-environment.yml@v1.2,pfizer-seagen,tag,true,reusable_workflow,5,5
docker/build-push-action@v3.1.1,docker,tag,true,action,1,5
tj-actions/changed-files@v45,tj-actions,tag,false,action,3,5
Seagen/tops-data-science/.github/workflows/docker-build-push-gcp.yml@add-filename-for-docker,Seagen,branch,false,reusable_workflow,1,5
pfizer-seagen/tops-data-science/.github/workflows/docker-build-push-gcp.yml@v1.2,pfizer-seagen,tag,true,reusable_workflow,4,4
pfizer-seagen/tops-data-science/.github/workflows/terraform-plan-apply.yml@v1.2,pfizer-seagen,tag,true,reusable_workflow,4,4
Azure/functions-action@v1,Azure,tag,false,action,4,4
docker/login-action@v2.0.0,docker,tag,true,action,1,4
actions/checkout@34e114876b0b11c390a56381ad16ebd13914f8d5,actions,sha,true,action,3,4
actions/setup-python@a26af69be951a213d495a4c3e4e4022e16d87065,actions,sha,true,action,3,4
pfizer-github-automation/sonar-scan-action@1ec9b1579aa5b551a238b917425189aa60ed9ff8,pfizer-github-automation,sha,true,action,3,4
pfizer-seagen/tops-data-science/.github/workflows/terraform-plan-apply.yml@v1.5,pfizer-seagen,tag,true,reusable_workflow,2,4
pfizer-seagen/tops-data-science/.github/workflows/docker-build-push-gcp.yml@v1.5,pfizer-seagen,tag,true,reusable_workflow,2,4
actions/setup-python@v4.3.0,actions,tag,true,action,1,4
actions/setup-node@v2,actions,tag,true,action,1,3
./.github/workflows/maven_test.yml,,local,true,reusable_workflow,1,3
actions/upload-artifact@v3,actions,tag,true,action,1,3
pfizer-seagen/tops-data-science/.github/workflows/workspace-environment.yml@v1.5,pfizer-seagen,tag,true,reusable_workflow,2,3
azure/webapps-deploy@v3,azure,tag,true,action,1,3
actions/stale@v3,actions,tag,true,action,3,3
actions/setup-dotnet@v1,actions,tag,true,action,1,2
azure/webapps-deploy@v2,azure,tag,true,action,2,2
pfizer-rd/mlada-reusable-workflows/.github/workflows/basic-web-app-deploy.yml@v1,pfizer-rd,tag,true,reusable_workflow,2,2
docker/login-action@v3,docker,tag,true,action,1,2
docker/setup-qemu-action@v3,docker,tag,true,action,1,2
docker/setup-buildx-action@v3,docker,tag,true,action,1,2
docker/build-push-action@v5,docker,tag,true,action,1,2
actions/setup-node@v4,actions,tag,true,action,2,2
actions/github-script@v7,actions,tag,true,action,1,2
heartexlabs/label-studio/.github/workflows/build_pypi.yml@develop,heartexlabs,branch,false,reusable_workflow,1,2
getsentry/action-release@v1,getsentry,tag,false,action,1,2
codecov/codecov-action@v3.1.1,codecov,tag,true,action,1,2
SimenB/github-actions-cpu-cores@v1,SimenB,tag,false,action,2,2
actions/checkout@v1,actions,tag,true,action,2,2
chambm/gh-backport-action@master,chambm,branch,false,action,2,2
khan/pull-request-comment-trigger@master,khan,branch,false,action,2,2
chambm/github-action-cherry-pick@0.1.0,chambm,tag,false,action,2,2
cirrus-actions/rebase@1.7,cirrus-actions,tag,false,action,2,2
chambm/softfix@v2,chambm,tag,false,action,2,2
Seagen/tops-data-science/.github/workflows/docker-build-push-gcp.yml@development,Seagen,branch,false,reusable_workflow,2,2
actions/upload-artifact@v2,actions,tag,true,action,1,2
Seagen/actions/.github/workflows/maintenance.yml@main,Seagen,branch,false,reusable_workflow,2,2
actions/github-script@v7.0.1,actions,tag,true,action,2,2
tj-actions/changed-files@v18,tj-actions,tag,false,action,1,1
hashicorp/setup-terraform@v1,hashicorp,tag,true,action,1,1
actions/github-script@0.9.0,actions,tag,true,action,1,1
actions/setup-python@v2,actions,tag,true,action,1,1
actions/setup-java@v2.5.0,actions,tag,true,action,1,1
actions/cache@v1,actions,tag,true,action,1,1
hashicorp/sentinel-github-actions@master,hashicorp,branch,true,action,1,1
pfizer-seagen/tops-data-science/.github/workflows/workspace-environment.yml@development,pfizer-seagen,branch,true,reusable_workflow,1,1
pfizer-seagen/tops-data-science/.github/workflows/terraform-plan-apply.yml@development,pfizer-seagen,branch,true,reusable_workflow,1,1
azure/functions-action@v1,azure,tag,true,action,1,1
actions/setup-python@v1,actions,tag,true,action,1,1
dorny/test-reporter@v1.6.0,dorny,tag,false,action,1,1
peaceiris/actions-gh-pages@v4,peaceiris,tag,false,action,1,1
pfizer-rd/mlada-reusable-workflows/.github/workflows/lambda-docker-deploy.yml@v1,pfizer-rd,tag,true,reusable_workflow,1,1
codecov/codecov-action@v4,codecov,tag,true,action,1,1
bufbuild/buf-setup-action@v1,bufbuild,tag,false,action,1,1
bufbuild/buf-lint-action@v1,bufbuild,tag,false,action,1,1
bufbuild/buf-breaking-action@v1,bufbuild,tag,false,action,1,1
r-lib/actions/setup-r@v2,r-lib,tag,false,action,1,1
potiuk/cancel-workflow-runs@4723494a065d162f8e9efd071b98e0126e00f866,potiuk,sha,false,action,1,1
actions/labeler@v5,actions,tag,true,action,1,1
actions/stale@c201d45ef4b0ccbd3bb0616f93bae13e73d0a080,actions,sha,true,action,1,1
dawidd6/action-download-artifact@09385b76de790122f4da9c82b17bccf858b9557c,dawidd6,sha,false,action,1,1
scacap/action-surefire-report@482f012643ed0560e23ef605a79e8e87ca081648,scacap,sha,false,action,1,1
dorny/paths-filter@v2,dorny,tag,false,action,1,1
heartexlabs/label-studio/.github/workflows/pr-labeler.yml@develop,heartexlabs,branch,false,reusable_workflow,1,1
heartexlabs/label-studio/.github/workflows/submodules-validator.yml@develop,heartexlabs,branch,false,reusable_workflow,1,1
heartexlabs/label-studio/.github/workflows/gitleaks.yml@develop,heartexlabs,branch,false,reusable_workflow,1,1
heartexlabs/label-studio/.github/workflows/bandit.yml@develop,heartexlabs,branch,false,reusable_workflow,1,1
heartexlabs/label-studio/.github/workflows/frontend-build.yml@develop,heartexlabs,branch,false,reusable_workflow,1,1
heartexlabs/label-studio/.github/workflows/docker-build.yml@develop,heartexlabs,branch,false,reusable_workflow,1,1
heartexlabs/label-studio/.github/workflows/tests.yml@develop,heartexlabs,branch,false,reusable_workflow,1,1
docker/setup-buildx-action@v2.0.0,docker,tag,true,action,1,1
docker/setup-buildx-action@v2,docker,tag,true,action,1,1
slackapi/slack-github-action@v1.22,slackapi,tag,false,action,1,1
thehanimo/pr-title-checker@v1.3.4,thehanimo,tag,false,action,1,1
release-drafter/release-drafter@v5.21.0,release-drafter,tag,false,action,1,1
heartexlabs/label-studio/.github/workflows/docker-release-promote.yml@develop,heartexlabs,branch,false,reusable_workflow,1,1
peter-evans/slash-command-dispatch@v3,peter-evans,tag,false,action,1,1
actions/stale@v6,actions,tag,true,action,1,1
tj-actions/eslint-changed-files@v21,tj-actions,tag,false,action,1,1
Azure/static-web-apps-deploy@v1,Azure,tag,false,action,1,1
pfizer-seagen/tops-data-science/.github/workflows/terraform-plan-apply.yml@main,pfizer-seagen,branch,true,reusable_workflow,1,1
pfizer-seagen/tops-data-science/.github/workflows/workspace-environment.yml@main,pfizer-seagen,branch,true,reusable_workflow,1,1
Seagen/tops-data-science/.github/workflows/workspace-environment.yml@main,Seagen,branch,false,reusable_workflow,1,1
Seagen/tops-data-science/.github/workflows/terraform-plan-apply.yml@main,Seagen,branch,false,reusable_workflow,1,1
actions/download-artifact@v2,actions,tag,true,action,1,1
actions/stale@cdf15f641adb27a71842045a94023bef6945e3aa,actions,sha,true,action,1,1
azure/sql-action@v2.3,azure,tag,true,action,1,1
azure/cli@v2,azure,tag,true,action,1,1
./.github/workflows/deploy-function.yml,,local,true,reusable_workflow,1,1
azure/CLI@v2,azure,tag,true,action,1,1
actions/checkout@b4ffde65f46336ab88eb53be808477a3936bae11,actions,sha,true,action,1,1
actions/setup-java@387ac29b308b003ca37ba93a6cab5eb57c8f5f93,actions,sha,true,action,1,1
hashicorp/setup-terraform@v2,hashicorp,tag,true,action,1,1
actions/checkout@main,actions,branch,true,action,1,1
actions/upload-artifact@main,actions,branch,true,action,1,1
actions/checkout@v4,actions,tag,true,action,1,1
pfizer-github-automation/sonar-scan-action@v1.3.0,pfizer-github-automation,tag,true,action,1,1
actions/checkout@v3,actions,tag,true,action,3168,7221
EdisonLabs/sns-publish-workflow-status-action@v1,EdisonLabs,tag,false,action,2883,5784
./.github/actions/edison_actions_lite/actions/check-workflow-file,,local,true,action,2338,2341
./.github/actions/edison_actions_lite/actions/check-tag-name,,local,true,action,2338,2341
./.github/actions/edison_actions_lite/actions/check-branch-name,,local,true,action,2338,2341
./.github/actions/edison_actions_lite/actions/check-metadata-file,,local,true,action,2338,2341
./.github/actions/edison_actions_lite/actions/framework-build,,local,true,action,2338,2341
actions/checkout@v4,actions,tag,true,action,584,1817
actions/checkout@v2,actions,tag,true,action,656,1239
pfizer/gha-stratus-task@mainline,pfizer,branch,true,action,1066,1067
./.github/actions/edison_actions/actions/site-install,,local,true,action,600,606
./.github/actions/edison_actions/actions/edison-verifications,,local,true,action,600,606
pfizer-github-automation/sonar-scan-action@main,pfizer-github-automation,branch,true,action,518,528
shivammathur/setup-php@v2,shivammathur,tag,false,action,99,452
actions/upload-artifact@v4,actions,tag,true,action,317,447
actions/cache@v4,actions,tag,true,action,140,440
actions/create-github-app-token@v1,actions,tag,true,action,173,417
actions/setup-python@v5,actions,tag,true,action,242,385
aws-actions/configure-aws-credentials@v4,aws-actions,tag,true,action,113,368
pfizer/edison_actions/.github/workflows/adobe-self-update.yml@1.x,pfizer,tag,true,reusable_workflow,337,338
pfizer/edison_actions/.github/workflows/adobe-resource-state-changed.yml@1.x,pfizer,tag,true,reusable_workflow,335,335
pfizer/edison_actions/.github/workflows/adobe-release-tag.yml@1.x,pfizer,tag,true,reusable_workflow,334,334
./.github/actions/edison_actions/actions/automated-upgrade,,local,true,action,270,276
peter-evans/create-or-update-comment@v4,peter-evans,tag,false,action,90,270
pfizer/edison_actions/.github/workflows/adobe-psi-checks.yml@1.x,pfizer,tag,true,reusable_workflow,247,247
pfizer/edison_actions/.github/workflows/adobe-testing.yml@1.x,pfizer,tag,true,reusable_workflow,242,242
aws-actions/configure-aws-credentials@v1,aws-actions,tag,true,action,58,227
actions/setup-python@v2,actions,tag,true,action,104,225
pfizer-github-automation/sudo-unlock@main,pfizer-github-automation,branch,true,action,86,218
actions/download-artifact@v4,actions,tag,true,action,83,209
sonarsource/sonarqube-quality-gate-action@master,sonarsource,branch,true,action,201,205
actions/setup-python@v4,actions,tag,true,action,136,190
pfizer/gha-stratus-task/.github/workflows/artifact.yml@v1,pfizer,tag,true,reusable_workflow,184,189
gr2m/create-or-update-pull-request-action@v1.x,gr2m,tag,false,action,121,166
actions/setup-node@v4,actions,tag,true,action,69,160
actions/checkout@v4.1.1,actions,tag,true,action,11,151
crazy-max/ghaction-github-labeler@v1,crazy-max,tag,false,action,130,130
actions/checkout@v1,actions,tag,true,action,72,114
aws-actions/amazon-ecr-login@v1,aws-actions,tag,true,action,24,114
pfizer/tf-ga-helper/.github/workflows/module-validation.yml@5.x,pfizer,tag,true,reusable_workflow,114,114
actions/checkout@v6,actions,tag,true,action,22,111
actions/github-script@0.5.0,actions,tag,true,action,59,105
pfizer/gha-sonarqube-python@v1,pfizer,tag,true,action,100,100
aws-actions/amazon-ecr-login@v2,aws-actions,tag,true,action,18,99
actions/github-script@v7,actions,tag,true,action,51,98
browserstack/github-actions/setup-local@master,browserstack,branch,false,action,5,98
pfizer/gha-stratus-task/.github/workflows/main.yml@mainline,pfizer,branch,true,reusable_workflow,96,96
actions/github-script@v2,actions,tag,true,action,37,94
pfizer/stratus-warden@mainline,pfizer,branch,true,action,93,93
pfizer/gha-stratus-task/.github/workflows/pla.yml@v1,pfizer,tag,true,reusable_workflow,92,92
actions/cache@v3,actions,tag,true,action,38,92
pfizer/tf-ga-helper/.github/workflows/module-validation.yml@4.x,pfizer,tag,true,reusable_workflow,92,92
actions/setup-node@v2,actions,tag,true,action,38,91
actions/checkout@v5,actions,tag,true,action,39,88
pfizer/gha-sonarqube-php@v1,pfizer,tag,true,action,85,85
crazy-max/ghaction-github-labeler@v5,crazy-max,tag,false,action,80,80
actions/create-github-app-token@v2,actions,tag,true,action,32,78
dependabot/fetch-metadata@v2.2.0,dependabot,tag,false,action,76,76
pfizer/python-test-automation-boilerplate/.github/actions/bp_action@master,pfizer,branch,true,action,10,75
actions/setup-java@v4,actions,tag,true,action,26,72
WyriHaximus/github-action-wait-for-status@master,WyriHaximus,branch,false,action,68,68
actions/setup-node@v3,actions,tag,true,action,29,66
pfizer/newton-ci-workflows/.github/workflows/newton-ci.yml@4.x,pfizer,tag,true,reusable_workflow,61,61
aws-actions/configure-aws-credentials@v2,aws-actions,tag,true,action,27,58
actions/setup-python@v2.2.1,actions,tag,true,action,6,57
TimonVS/pr-labeler-action@v3,TimonVS,tag,false,action,56,56
release-drafter/release-drafter@v5.3.0,release-drafter,tag,false,action,56,56
actions/setup-node@v4.4.0,actions,tag,true,action,40,53
ankane/setup-opensearch@v1,ankane,tag,false,action,51,53
browserstack/github-actions/setup-env@master,browserstack,branch,false,action,9,53
reviewdog/action-actionlint@v1,reviewdog,tag,false,action,51,51
actions/github-script@v9,actions,tag,true,action,16,50
pfizer/tf-ga-helper/.github/workflows/module-validation.yml@latest,pfizer,branch,true,reusable_workflow,49,49
aws-actions/aws-cloudformation-github-deploy@v1,aws-actions,tag,true,action,11,48
bryannice/gitactions-jira-issue-creation@master,bryannice,branch,false,action,46,46
tzkhan/pr-update-action@v2,tzkhan,tag,false,action,46,46
hmarr/debug-action@v2,hmarr,tag,false,action,43,45
ad-m/github-push-action@master,ad-m,branch,false,action,10,44
aws-actions/configure-aws-credentials@v5.0.0,aws-actions,tag,true,action,19,42
pfizer/terraform-aws-electron-lambda/.github/workflows/package-function.yml@2.x,pfizer,tag,true,reusable_workflow,41,41
cloudflare/wrangler-action@v3,cloudflare,tag,false,action,16,40
actions/setup-python@v1,actions,tag,true,action,36,39
actions/checkout@de0fac2e4500dabe0009e67214ff5f5447ce83dd,actions,sha,true,action,4,38
./.github/workflows/tf-validate.yml,,local,true,reusable_workflow,37,37
actions/setup-node@v2.4.1,actions,tag,true,action,19,36
./.github/actions/edison_actions/actions/ecd-lambda-monorepo-deploy,,local,true,action,3,36
actions/setup-python@v6,actions,tag,true,action,17,33
patrickpaulin/ms-teams-deploy-card@master,patrickpaulin,branch,false,action,20,33
./.github/action-cdn,,local,true,action,8,33
xom9ikk/dotenv@v2.3.0,xom9ikk,tag,false,action,10,32
stumason/codebuild-logs@v2,stumason,tag,false,action,25,31
pfizer/terraform-aws-electron-lambda/.github/workflows/package-layer.yml@2.x,pfizer,tag,true,reusable_workflow,31,31
actions/cache@v5,actions,tag,true,action,8,29
./.github/actions/edison_actions/actions/release-automation,,local,true,action,27,28
pfizer/python-test-automation-boilerplate/.github/actions/bp_docker_action@master,pfizer,branch,true,action,4,27
pfizer/terraform-aws-electron-lambda/.github/workflows/package-function.yml@4.x,pfizer,tag,true,reusable_workflow,26,27
pfizer/gha-sonarqube-javascript@v1,pfizer,tag,true,action,26,26
anothrNick/github-tag-action@1.61.0,anothrNick,tag,false,action,25,25
pfizer/gha-stratus-artifact@1.x,pfizer,tag,true,action,22,24
aws-actions/configure-aws-credentials@e7f100cf4c008499ea8adda475de1042d6975c7b,aws-actions,sha,true,action,2,24
adobe/aio-apps-action@3.3.0,adobe,tag,false,action,2,24
elastic/elastic-github-actions/elasticsearch@master,elastic,branch,false,action,23,23
srvaroa/labeler@master,srvaroa,branch,false,action,23,23
release-drafter/release-drafter@v5,release-drafter,tag,false,action,23,23
actions/github-script@v6,actions,tag,true,action,10,22
pfizer/tf-ga-helper/.github/workflows/account-apply.yml@4.x,pfizer,tag,true,reusable_workflow,21,21
pfizer/tf-ga-helper/.github/workflows/account-plan.yml@4.x,pfizer,tag,true,reusable_workflow,21,21
byu-oit/github-action-create-ecr-repo-if-missing@v2,byu-oit,tag,false,action,7,21
actions/upload-artifact@v7,actions,tag,true,action,10,20
